"","AUCC","AUCH","AUCI","AUCLog","AUCT","WAUCC","WAUCH","WAUCI","WAUCLog","CAUCT"
"1",0.721851941834935,0.763506910700788,0.721844743188281,0.817351887845085,0.807070420760897,0,0,0,1,0
"2",0.75875639573897,0.804874391880557,0.757323121120617,0.832849983224291,0.801004445562825,0,0,0,1,0
"3",0.749879688276205,0.783126959916791,0.751312756147541,0.833533206035767,0.82455542877546,0,0,0,1,0
"4",0.725319467431997,0.782147080318748,0.725319467431997,0.837581623678753,0.828534294570364,0,0,0,1,0
"5",0.741366888978013,0.692378394898005,0.74241496751599,0.80134965350083,0.686219786291096,0,0,0,1,0
"6",0.766416568814803,0.768556358836215,0.765899488867911,0.837109264077238,0.82362393418215,0,0,0,1,0
"7",0.734510031863323,0.77109290623819,0.732871785132623,0.821362526352944,0.827051309350476,0,0,0,0,1
"8",0.772776423804702,0.813087726326801,0.770649944171795,0.86136474921822,0.859787277846404,0,0,0,1,0
"9",0.736707174631576,0.779164989189592,0.735119660031313,0.819981609880961,0.820644648226845,0,0,0,0,1
"10",0.744369600390165,0.775682982907042,0.747043278163126,0.805071181953304,0.794246802811668,0,0,0,1,0
"11",0.763057004365327,0.797131255416164,0.762294691956946,0.84220082528164,0.838050120269209,0,0,0,1,0
"12",0.750838791994126,0.791672876574893,0.751832074388036,0.829365807821213,0.830595369650089,0,0,0,0,1
"13",0.760724434874197,0.797774480989735,0.762254759815687,0.843111292787829,0.842043058629405,0,0,0,1,0
"14",0.752788485998865,0.790417881533374,0.752501810069859,0.825547423830303,0.806564193882943,0,0,0,1,0
"15",0.753889580861272,0.804483875756622,0.756114304244873,0.842026740901323,0.848675642069066,0,0,0,0,1
"16",0.735806747576739,0.780161344761525,0.735639412997904,0.828046606483264,0.822041576938253,0,0,0,1,0
"17",0.74637567838917,0.750421723258859,0.74739170063432,0.814089674604534,0.769523496671093,0,0,0,1,0
"18",0.744759841993779,0.798084556227697,0.747328397229166,0.852211705436712,0.852230788313646,0,0,0,0,1
"19",0.758007845135656,0.778700336681687,0.757309002150073,0.852193785374887,0.844089237725705,0,0,0,1,0
"20",0.747164234323588,0.702975192462098,0.748720855177191,0.793744785024954,0.689193390953888,0,0,0,1,0
"21",0.749517410148175,0.785556395156948,0.750188367467473,0.847462521930967,0.837098511299876,0,0,0,1,0
"22",0.779613487024049,0.784647789874675,0.779447554149428,0.838323555026358,0.806462431791533,0,0,0,1,0
"23",0.728889509039807,0.762626826399825,0.731362250084717,0.821381087168856,0.824385053919907,0,0,0,0,1
"24",0.73181910927269,0.714095453618,0.731071580938955,0.811120179555193,0.785323959859769,0,0,0,1,0
"25",0.757906407617492,0.738015178417108,0.758481883317883,0.817014439922694,0.757774814197948,0,0,0,1,0
"26",0.743156178440521,0.784704637640383,0.745554520019069,0.842841707501973,0.830798222784928,0,0,0,1,0
"27",0.734413313746598,0.755678377590383,0.734347900032894,0.827894183038785,0.821076205107503,0,0,0,1,0
"28",0.727838216286084,0.722934169898032,0.729748312508976,0.791970504811144,0.737840639810427,0,0,0,1,0
"29",0.742924954668215,0.780416577646545,0.74336138151924,0.834602440703469,0.831911750473405,0,0,0,1,0
"30",0.756055006031363,0.740985283474065,0.756197828709288,0.843200482509047,0.811055729794934,0,0,0,1,0
